Time,Var1,Var2
9.3000,3.4892,18.7216
9.3100,3.4796,18.7095
9.3200,3.4701,18.6972
9.3300,3.4606,18.6850
9.3400,3.4512,18.6728
9.3500,3.4418,18.6606
9.3600,3.4324,18.6483
9.3700,3.4230,18.6361
9.3800,3.4137,18.6238
9.3900,3.4044,18.6116
9.4000,3.3952,18.5993
9.4100,3.3859,18.5870
9.4200,3.3768,18.5747
9.4300,3.3676,18.5624
9.4400,3.3585,18.5501
9.4500,3.3494,18.5377
9.4600,3.3404,18.5254
9.4700,3.3313,18.5131
9.4800,3.3224,18.5007
9.4900,3.3134,18.4884
9.5000,3.3045,18.4760
9.5100,3.2956,18.4636
9.5200,3.2867,18.4512
9.5300,3.2779,18.4388
9.5400,3.2691,18.4264
9.5500,3.2603,18.4140
9.5600,3.2516,18.4016
9.5700,3.2429,18.3892
9.5800,3.2342,18.3768
9.5900,3.2256,18.3643
9.6000,3.2170,18.3519
9.6100,3.2084,18.3394
9.6200,3.1999,18.3270
9.6300,3.1914,18.3145
9.6400,3.1829,18.3020
9.6500,3.1744,18.2896
9.6600,3.1660,18.2771
9.6700,3.1576,18.2646
9.6800,3.1493,18.2521
9.6900,3.1409,18.2396
9.7000,3.1326,18.2271
9.7100,3.1243,18.2145
9.7200,3.1161,18.2020
9.7300,3.1079,18.1895
9.7400,3.0997,18.1769
9.7500,3.0916,18.1644
9.7600,3.0834,18.1518
9.7700,3.0753,18.1393
9.7800,3.0673,18.1267
9.7900,3.0592,18.1141
9.8000,3.0512,18.1016
9.8100,3.0432,18.0890
9.8200,3.0353,18.0764
9.8300,3.0274,18.0638
9.8400,3.0195,18.0512
9.8500,3.0116,18.0386
9.8600,3.0038,18.0260
9.8700,2.9959,18.0134
9.8800,2.9882,18.0008
9.8900,2.9804,17.9881
9.9000,2.9727,17.9755
9.9100,2.9650,17.9629
9.9200,2.9573,17.9502
9.9300,2.9497,17.9376
9.9400,2.9420,17.9249
9.9500,2.9345,17.9123
9.9600,2.9269,17.8996
9.9700,2.9193,17.8870
9.9800,2.9118,17.8743
9.9900,2.9044,17.8616
10.0000,2.8969,17.8490
