iteration,error,currentInitImpulse
65,711060.8645175695,4486.796081559469 3.733897238580148 -6.16864740232322
66,781739.5820450783,4930.540214025699 4.107286962438163 -6.759800303690278
67,859484.0217331648,5418.170641192841 4.518015658681979 -7.294485285810801
68,945002.4327976704,5954.027717606813 4.9698172245501775 -7.778349889843167
69,1039092.6946026087,6542.881058878126 5.466798947005195 -8.216489508658752
70,1142608.7069388628,7189.971995601172 6.013478841705714 -8.613453399012181
71,1230764.2311444283,7886.484997982014 6.614826725876286 -8.973372624188267
72,1231045.0437476635,8582.631696831068 7.276309398463915 -9.299960071380951
73,1231362.227358222,9278.436881440113 8.003940338310306 -9.596570609837359
74,1231712.451578617,9973.917328778836 8.804334372141337 -9.866192330542745
75,1232083.5284757614,10669.085089619113 9.68476780935547 -10.112384832428134
76,1232482.8802952766,11363.956202066103 10.653244590291017 -10.336624630319895
77,1232911.653784752,12058.545576513343 11.718569049320118 -10.541968534926887
78,1233354.9752514362,12752.863861482296 12.89042595425213 -10.729490628254451
79,1233830.3917751312,13446.927774499167 14.179468549677344 -10.90095923648838
80,1234317.4901423454,14140.740621218403 15.597415404645078 -11.092378056199625
81,1234812.7958039045,14834.311120925227 17.157156945109588 -11.26737655286362
82,1235327.6730958223,15527.648119901902 18.872872639620546 -11.428310538703007
83,1235858.6653399467,16220.758325495377 20.7601599035826 -11.575858818165173
84,1236405.3275003433,16913.650032602574 22.83617589394086 -11.711371378587634
85,1236958.178751707,17606.32856045313 25.11979348333495 -11.836049440754154
86,1237521.7383584976,18298.794908897748 27.631772831668442 -11.981871620651924
87,1238094.7294621468,18991.056532367475 30.394950114835286 -12.116531300138412
88,1238673.5988525152,19683.1136395523 33.43444512631881 -12.240472332769192
89,1239265.7178527117,20374.970457424068 36.7778896389507 -12.354773046288111
90,1239868.893045783,21066.634231320182 40.455678602845765 -12.491335332284457
91,1240480.0554567575,21758.10804852729 44.50124646313034 -12.646417585882133
92,1241107.804334402,22449.394193256805 48.95137110944338 -12.817836769029745
93,1241727.7631675005,23140.49193142129 53.84650822038772 -12.974864122473907
94,1242371.1260198355,23831.406553214572 59.23115904242649 -13.118932007041655
95,1243014.0593631268,24522.13869317873 65.15427494666915 -13.242115113749595
96,1243675.245579362,25212.69183163029 71.66970244133606 -13.355752433411588
97,1244340.0286546946,25903.066666928175 78.83667268546967 -13.46075264051378
98,1245015.1196539402,26593.26394851277 86.72033995401664 -13.558013439237854
99,1245700.8532861471,27283.284969683522 95.3923739494183 -13.657095744248826
100,1246398.2420030832,27973.13146552461 104.93161134436014 -13.873286483044756
101,1247107.92075634,28662.803689590895 115.42477247879614 -14.071930926183496
102,1247833.60027349,29352.304369306854 126.96724972667576 -14.254113048777638
103,1248574.7122417688,30041.635852065217 139.66397469934333 -14.421056247768506
104,1249323.6774446964,30730.796574668235 153.63037216927765 -14.574705401314624
105,1250092.2650378942,31419.787301017805 168.99340938620543 -14.715599455558152
106,1250881.9037715197,32108.609190532792 185.89275032482598 -14.871213098093417
107,1251686.9325455427,32797.262247124934 204.48202535730857 -15.01408111539869
108,1252516.4389352798,33485.74674729284 224.93022789303944 -15.145599592617186
109,1253364.0586788654,34174.06351550822 247.4232506823434 -15.25896852426567
110,1254243.621645093,34862.21381994391 272.1655757505777 -15.363992871306147
111,1255147.9844892025,35550.19859906136 299.3821333256355 -15.461348372079424
112,1256088.6802728176,36238.017921116145 329.320346658199 -15.644191430480202
113,1257059.1558927298,36925.67358253386 362.2523813240189 -15.862296322870604
114,1258071.0615416765,37613.164038138806 398.4776194564208 -16.06143164480943
115,1259120.5020614862,38300.49143424643 438.32538140206293 -16.268466950904706
116,1260218.346540451,38987.65497767729 482.1579195422692 -16.457658699973216
117,1261359.1612325907,39674.65373325364 530.3737114964962 -16.65418219951392
118,1262078.9376314878,40361.48726934536 579.524844561276 -16.857522331976885
119,1262694.0503166914,41048.15850160253 628.7521634149579 -17.04338452024781
120,1263298.333390236,41734.66642066778 677.9837116270754 -17.213226337791053
121,1263904.8376178741,42421.011375785725 727.2730033423284 -17.36896731425287
122,1264511.4237252474,43107.1922446037 776.6040196771319 -17.533758929465858
123,1265117.2137305737,43793.2095867034 825.9879385309897 -17.76209391157503
124,1265719.917220831,44479.06298111257 875.4163567876863 -17.970458631494967
125,1266323.2188345194,45164.753600050455 924.8772022103813 -18.16085884117283
126,1266921.747071743,45850.28036040782 974.3567992178828 -18.335134136814382
127,1267516.4518802166,46535.642778369176 1023.8416791706387 -18.515573401491853
128,1268119.829407692,47220.84265292227 1073.389101266346 -18.674539945039562
129,1268702.609753251,47905.87835548407 1122.896250947202 -18.813805128951024
130,1269300.5126992464,48590.750430683314 1172.4207602005654 -19.006879500781125
131,1269888.1968148947,49275.45868098898 1221.9601019921229 -19.184010809211834
132,1270483.3277939558,49960.003095943255 1271.5379423033078 -19.33982872411891
133,1271071.2999351025,50644.383320684596 1321.129754362882 -19.4829786590359
134,1271665.8892468214,51328.59903940889 1370.7848596441486 -19.66333607949137
135,1272248.608595252,52012.65051329374 1420.4647433020316 -19.822055774646394
136,1272838.5468028784,52696.53672108412 1470.2039841209498 -19.968410006833757
137,1273420.9095962048,53380.25849004212 1519.969240903687 -20.10306827217217
138,1274005.0366655588,54063.81549321161 1569.7776700250927 -20.22762035808003
139,1274589.4676777124,54747.20671732714 1619.652572267824 -20.363315318631695
140,1275168.6707812548,55430.431761308304 1669.5704198261692 -20.48838727875908
141,1275742.441853404,56113.49173786936 1719.5234157215195 -20.603899519465173
142,1276319.9359771013,56796.3849420997 1769.508814528314 -21.56113509951754
143,1276890.4465522766,57479.11186353983 1819.514331779316 -22.425602206293977
144,1277459.6296663284,58161.672100413256 1869.5473446971498 -23.206583059682877
145,1278026.3906806707,58844.06526098691 1919.6211046068563 -23.912433810703043
146,1278590.4593930244,59526.29020458756 1969.729680944293 -24.567170249894325
147,1279150.6263400316,60208.347533767475 2019.851650691156 -25.164847463380767
148,1279714.4235625267,60890.23607626117 2070.015581079051 -25.743381112756254
149,1280269.7354575396,61571.95510689529 2120.2133777840972 -26.282397212105582
150,1280823.1038262844,62253.5042102438 2170.456052793163 -26.775329902072247
151,1281378.745471716,62934.88264301885 2220.732326470545 -27.226538162610733
152,1281922.3319534063,63616.09096685988 2271.039645965485 -27.640533203417352
153,1282471.2979700565,64297.12851531411 2321.3564774449924 -28.08028497262183
154,1283011.242401123,64977.99268856819 2371.7188232689427 -28.479370013649284
155,1283553.9965052605,65658.68520538587 2422.1310680945294 -28.855215458664066
156,1284094.6870663166,66339.20636624297 2472.578268536879 -29.196496745967252
157,1284632.4318336248,67019.55536124871 2523.0655544572996 -29.56761752702476
158,1285165.2270878553,67699.73086174157 2573.5785949162596 -29.9178300815998
159,1285691.4516556263,68379.73261704658 2624.1134753638867 -30.23633039565359
160,1286217.6982338428,69059.55946174581 2674.670343776996 -30.540062556747785
161,1286739.595001936,69739.2104550157 2725.2862493037896 -30.816799872026152
162,1287262.4725316763,70418.68550462632 2775.9387465727063 -31.069125688665284
163,1287775.972436428,71097.98392085679 2826.628973717783 -31.304160089570626
164,1288291.933716178,71777.1047480253 2877.3546794328395 -31.531523976799914
165,1288799.9654589891,72456.04765757592 2928.1044691622833 -31.743381190069684
166,1289302.3041155338,73134.81155250319 2978.8997310185187 -31.949740365527227
167,1289808.5777300596,73813.39604097068 3029.735506080028 -32.138536673608954
168,1290305.8841531277,74491.80104252696 3080.6045992079453 -32.31187192748845
169,1290799.840495348,75170.0250953601 3131.5076375118215 -32.471181881829
170,1291290.5071798563,75848.06800659951 3182.433959034422 -32.61763072615836
171,1291779.902007699,76525.92905927083 3233.3944706979837 -32.77761156680355
172,1292260.6389943361,77203.60699568622 3284.390392145454 -32.924754363501656
173,1292741.4860210419,77881.10097765607 3335.4163541177522 -33.07269986396441
174,1293214.9650614262,78558.40964861003 3386.4900038462783 -33.20905143244911
175,1293683.3700680733,79235.53153832453 3437.5986894939774 -33.36010665077575
176,1294149.5148675442,79912.46647806547 3488.7368159205935 -33.582909971146876
177,1294609.1661111116,80589.2135011398 3539.910075368188 -33.78679686914306
178,1295067.8088697195,81265.7719655804 3591.1174730358953 -33.97365872807398
179,1295516.9898574352,81942.13975965603 3642.3607148715782 -34.16088983289169
180,1295962.730612278,82618.3167910608 3693.6264870646555 -34.345370967380894
181,1296405.8483214378,83294.30193704167 3744.9332613781 -34.816169337070576
182,1296847.9104001522,83970.09504795923 3796.2797636538444 -35.266793990504716
183,1297279.1794840097,84645.69408728713 3847.6643368676114 -35.702847123134916
184,1297706.3937567472,85321.09818228804 3899.079123578814 -36.13746308452097
185,1298130.2171270847,85996.30587717346 3950.540385731031 -36.52808885437385
186,1298548.8112447262,86671.31651727577 4002.0450694229835 -36.92922344924763
187,1298963.2312842607,87346.1282500977 4053.591085998883 -37.30459215849036
188,1299366.9786416292,88020.74039841958 4105.164737147517 -37.64580663133341
189,1299766.6010432243,88695.15203962065 4156.775803879871 -37.95603395963011
190,1300166.6536419392,89369.36205402577 4208.42181177169 -38.249549247526595
191,1300557.1940962076,90043.36928836287 4260.100249532493 -38.52780124857915
192,1300944.4716777802,90717.17300413032 4311.816685442613 -38.79242574865517
193,1301321.2653518915,91390.77152685542 4363.575014873885 -39.0480636666453
194,1301701.2829569578,92064.16351067099 4415.3748352994135 -39.29188347341537
195,1302066.9188483953,92737.34728645535 4467.216148859491 -39.528276908276986
196,1302427.6140949726,93410.32207245208 4519.083437730397 -39.75478961194573
197,1302782.1887623072,94083.08578688961 4570.983411533012 -39.971817361902
198,1303131.7407274246,94755.63742119161 4622.916988517402 -40.18079772615059
199,1303473.4079047441,95427.97586169244 4674.888192556664 -40.36867593659524
200,1303810.189053297,96100.09924985304 4726.890254202398 -40.54118627126763
201,1304141.815541029,96772.00637136669 4778.922342548563 -40.69986784341493
202,1304462.4306914806,97443.69518390199 4830.989998470569 -40.845891249821996
203,1304779.7899327278,98115.16417713875 4883.090853227784 -40.987313361288706
204,1305083.1697292328,98786.41204194858 4935.22842543202 -41.11471064639276
205,1305392.3625701666,99457.43722702481 4987.402487923447 -41.242785206544305
206,1305682.7727200985,100128.23801848266 5039.6092182853745 -41.36470295362684
207,1305975.6250776052,100798.81312801504 5091.849640508217 -41.553436678418485
208,1306250.3473300934,101469.16063408896 5144.121462321087 -41.726537992955905
209,1306527.3419862986,102139.27937283147 5196.420233667813 -41.88226763802995
210,1306792.6903563738,102809.16748898526 5248.7538767845535 -42.03576894506587
211,1307048.134359002,103478.82280578544 5301.117777945839 -42.255620791488425
212,1307301.926993847,104148.24422142256 5353.517967797071 -42.46674334280195
213,1307543.7110710144,104817.42907719244 5405.951355657845 -42.67276512065094
214,1307778.596720457,105486.37617488435 5458.429083630988 -42.88154090830516
215,1308008.196481347,106155.08321570371 5510.937299725915 -43.08239382128634
216,1308220.2128204107,106823.5482121897 5563.478449476017 -43.27926415146304
217,1308431.6765289307,107491.76920149026 5616.049188973966 -43.4599718948327
218,1308634.284811139,108159.7449843488 5668.650033890101 -43.62287240818079
219,1308829.3534015417,108827.47404977318 5721.285741500757 -43.78231547088949
220,1309010.2198982239,109494.95386747028 5773.955542523588 -43.929265123794025
221,1309189.2321769,110162.18226273428 5826.647783181154 -44.075073860291305
222,1309351.4186639786,110829.15693241826 5879.369100697135 -44.209859306443526
223,1309514.380200386,111495.87636131771 5932.122035465825 -44.34430359346236
224,1309653.8073370457,112162.33754394349 5984.9009018014685 -44.46563835597418
225,1309799.5167052746,112828.53899654598 6037.7157972091 -44.58793824009135
226,1309931.6401280165,113494.47906528773 6090.558713539607 -44.70151597586377
227,1310048.179824829,114160.15546384003 6143.438154076008 -44.810288439797986
228,1310160.019128561,114825.56534818995 6196.34877634262 -44.911494839647546
229,1310263.377264142,115490.70678087 6249.290342966512 -45.0447621365403
230,1310351.744395852,116155.5775917096 6302.259519433075 -45.16817576279946
231,1310433.177262187,116820.17450894756 6355.257505443278 -45.31180527422828
232,1310502.1632180214,117484.49583798129 6408.279290289874 -45.473465161849056
233,1310564.4609421492,118148.53854741112 6461.331079837445 -45.64134662621619
234,1310607.952025175,118812.30020405848 6514.407638981226 -45.79268154217337
235,1310651.2371668816,119475.77900883167 6567.510289117036 -45.932238229077704
236,1310678.2016717196,120138.972338965 6620.647018689885 -46.06141877754472
237,1310690.7693475485,120801.87739010155 6673.818743224617 -46.190189527498276
238,1310700.9629073143,121464.49120536032 6727.020090230912 -46.31858249939193
239,1310696.2543594837,122126.81122044333 6780.257143418906 -46.46917381390943
240,1310678.9308656454,122788.83542642955 6833.52417943446 -46.60839398289742
241,1310651.7914932966,123450.56069568571 6886.821294711812 -46.74613411575492
242,1310610.9416447878,124111.98423906682 6940.14851462282 -46.870669835089686
243,1310560.4731749296,124773.1029192868 6993.505653205227 -46.99216218405116
244,1310493.172333479,125433.91384887889 7046.895713370699 -47.12326766623787
245,1310418.463035345,126094.41502961515 7100.304568738744 -47.25112183016909
246,1310331.5510599613,126754.60299289407 7153.743606707723 -47.38165774825284
247,1310227.9548597336,127414.4747915671 7207.210358545851 -47.69047183795017
248,1310117.4246492386,128074.0274128192 7260.707155814155 -47.99017418426536
249,1309989.8433727026,128733.25748325883 7314.2325182086315 -48.278535269441974
250,1309847.5106360912,129392.16202135329 7367.777540801361 -48.538695126433524
251,1309696.2733882666,130050.738269964 7421.34628194392 -48.87230480436625
252,1309529.7480143309,130708.98292523168 7474.936419762924 -49.17884045302181
253,1309347.3935005665,131366.89284116233 7528.551244653317 -49.4614698253363
254,1309156.271059513,132024.46457810857 7582.197249125199 -49.71950358449618
255,1308952.2979806662,132681.69551792226 7635.866945975091 -49.95541266120585
256,1308732.0414065123,133338.58164709256 7689.5637326107535 -50.23879907267431
257,1308493.7317334414,133995.1196698021 7743.2853042151355 -50.506438625196274
258,1308244.6984182596,134651.30609405736 7797.033153125356 -50.765384896604445
259,1307986.8293503523,135307.1378098735 7850.811786135549 -51.01306057899691
260,1307707.0149197578,135962.61113472524 7904.616115608112 -51.24784109517933
261,1307412.0918951035,136617.722311594 7958.4508798684565 -51.462782422494236
262,1307105.8820900917,137272.46747087466 8012.315839795347 -51.68570630767309
263,1306782.0345307589,137926.84314008002 8066.202401159869 -51.89811893931611
264,1306443.8525682688,138580.84574307015 8120.1184466390905 -52.10095941374641
265,1306092.0897905827,139234.47143300413 8174.0629594163065 -52.30403291466424
266,1305719.40371418,139887.71668115185 8228.028695092198 -52.49317205428038
267,1305335.1212174892,140540.57720805277 8282.017559694668 -52.67502680712671
268,1304932.5006729364,141193.0493928015 8336.031635808526 -52.92609610455536
269,1304512.8743931055,141845.129476426 8390.063124488684 -53.155728578276964
270,1304079.146469593,142496.81348572086 8444.112675991983 -53.53239736305105
271,1303626.0051791668,143148.09683039368 8498.184112315063 -53.908085537863634
272,1303159.9601467848,143798.9755324805 8552.280919852707 -54.28242254287986
273,1302672.961009264,144449.44559699533 8606.397189671301 -54.631139338492055
274,1302168.8971425295,145099.50240282022 8660.531935687346 -54.95896536361589
275,1301649.9848694801,145749.14172310152 8714.690078163405 -55.25759124898852
276,1301107.9609425068,146398.35977002865 8768.86036325546 -55.53003643107606
277,1300555.0574941635,147047.1516587394 8823.052158725472 -55.805214959276164
278,1299979.4056601524,147695.51332532888 8877.268389577794 -56.056624053310294
279,1299391.5472826958,148343.4399642374 8931.505477802993 -56.30233774972595
280,1298776.3970111609,148990.92695532963 8985.767648792034 -56.53490823678728
281,1298147.2362771034,149637.97012612032 9040.05017445703 -56.75320007752674
282,1297502.9004610777,150284.5649305735 9094.349117804293 -56.963391047122556
283,1296830.3840495348,150930.70639534423 9148.668247247424 -57.16366885581856
284,1296148.7775827646,151576.3897496742 9203.002468894647 -57.36562755405381
285,1295440.419295907,152221.61016231345 9257.355147480932 -57.56161284168723
286,1294711.6104884148,152866.36237980827 9311.728687802442 -57.75445383218561
287,1293969.5028892756,153510.64156952372 9366.116982072052 -57.9391786271192
288,1293198.6830756664,154154.44283792507 9420.521979098068 -58.142376676006094
289,1292413.38840127,154797.76104425514 9474.938143417025 -58.34651968394468
290,1291608.0388826132,155440.59154584637 9529.370094244437 -58.534048523666186
291,1290776.8603990078,156082.9289647168 9583.824904953924 -58.721468190759175
292,1289932.3011550903,156724.76783669597 9638.30017740471 -58.893869951454384
293,1289061.2130331993,157366.10307026032 9692.792254597218 -59.05278242476277
294,1288168.4792224169,158006.9288729371 9747.295828911152 -59.21420001743558
295,1287253.9759767056,158647.23982872855 9801.818201587674 -59.37838886195859
296,1286322.0245714188,159287.03114765824 9856.359894521498 -59.52984814649961
297,1285365.9394347668,159926.29672063762 9910.920578050449 -59.679742304852795
298,1284380.354538083,160565.0307845825 9965.496637907729 -59.81842356922702
299,1283382.681787014,161203.2279484512 10020.081413068609 -59.94697191043522
300,1282358.293111086,161840.8826116989 10074.677397137344 -60.09857847817468
301,1281306.6989241838,162477.9891894111 10129.287143028241 -60.23626978872256
302,1280238.9118021727,163114.5415463212 10183.911070049126 -60.39584630247013
303,1279141.7611801624,163750.53362239 10238.54871199744 -60.54078717625339
304,1278026.0438947678,164385.95938708106 10293.19570885914 -60.68197986892385
305,1276881.3195091486,165020.8124876731 10347.85617827424 -60.82731851422121
306,1275714.8334043026,165655.08706212038 10402.526577849367 -60.96889238792409
307,1274526.834377408,166288.7770812194 10457.21048340187 -61.1559624272200
