iteration,error,currentInitImpulse
29,1582465.2101501226,26279.79695082797 1760.5522813758398 -1.501353755686149
30,1583954.7429254055,27154.398954621633 1821.4394960412249 -1.5332928883124144
31,1585355.7994936705,28028.95828689263 1882.3960942303631 -1.5663160283286859
32,1586774.3089056015,28903.484639997543 1943.413012194082 -1.6026766586566892
33,1588176.1465867758,29777.95950328323 2004.6752388908126 -1.6381751686841552
34,1589566.5395578146,30652.41960750743 2065.472527654486 -1.6743962181837413
35,1590988.738054514,31526.82512964706 2126.7228539553803 -1.708997177080151
36,1592414.4810595512,32401.202404021114 2188.0362395237935 -1.8065306261401213
37,1593813.8914313316,33275.551360877595 2249.2067396140487 -1.8435333805625176
38,1595131.5064498186,34149.81153206139 2310.4716802405837 -1.9380875586878095
39,1596552.9890221357,35024.04368973042 2371.764122079046 -1.9715483036499886
40,1597944.5123001337,35898.24797120885 2432.8953790284236 -2.058632743304678
41,1599343.4365274906,36772.40016627462 2494.2256630810666 -2.064278677854686
42,1600754.3998270035,37646.51599523591 2555.6706347453737 -2.1007036335502502
43,1602194.9250024557,38520.61172102503 2617.216884587842 -2.1351208797328347
44,1603586.6745193005,39394.66091832766 2678.860407237864 -2.1698766556000293
45,1605055.8081122637,40268.69412531778 2740.7758640779066 -2.205586537084782
46,1606386.420780301,41142.66316688053 2802.608430037482 -2.2412992768690883
47,1607711.443157792,42016.56554920018 2864.3020769590184 -2.277559911042305
48,1609104.760825634,42890.450328385996 2925.721770084817 -2.3128637752401975
49,1610535.7041335106,43764.27951145881 2987.7400192088276 -2.348221487833255
50,1611937.6371034384,44638.07940304545 3049.7502583134487 -2.3846840075161206
51,1613337.533804655,45511.84027766142 3111.853756281931 -2.42121387397418
52,1614715.739097476,46385.55366116898 3174.055127165879 -3.726036559533476
53,1616044.5521023273,47259.20386818797 3236.1792807467573 -3.7609735608509705
54,1617444.0932036638,48132.82061254372 3298.334274138309 -3.7976145891621407
55,1618790.8476611376,49006.38605428801 3360.4443403801974 -3.8347967202493436
56,1620189.4077597857,49879.90360608133 3422.8310105689443 -3.8714007304970934
57,1621560.447698474,50753.37893863606 3485.2078188165897 -3.907966573507454
58,1622932.4678561687,51626.80477735413 3547.750207294832 -3.9448918752691084
59,1624275.5993893147,52500.17998219152 3610.214490638624 -3.982075918692917
60,1625667.984828353,53373.50979610406 3672.911934776569 -4.019092361759107
61,1626958.6721446514,54246.780055223026 3735.307320032581 -4.056042239764121
62,1628361.1352951527,55119.9997684926 3798.1098775439345 -12.06093173753356
63,1629688.193377018,55993.169055568855 3860.800358418996 -13.649660751822728
64,1631037.8979120255,56866.281993961886 3923.626455578918 -14.038814521088499
65,1632386.289712906,57739.347642871384 3986.4807267513147 -14.075800967642147
66,1633681.500252843,58612.342284082704 4049.299025233921 -14.115216133773348
67,1635054.1440440416,59485.291681987284 4112.326911930396 -14.152050944622024
68,1636358.263117671,60358.17529652584 4175.369726064761 -14.298183301376664
69,1637672.6344501972,61231.00057290473 4238.360216507346 -14.335580588641022
70,1638988.9217253923,62103.757398139714 4301.549114963925 -14.259272270411516
71,1640306.1156806946,62976.460074169794 4364.7508971132 -14.304243469407883
72,1641608.7874219418,63849.09262648643 4428.046372397336 -14.34139781568816
73,1642915.847104907,64721.66765985917 4491.355939309171 -14.378842425621261
74,1644213.1438968182,65594.17951797643 4554.6821286717595 -14.876697345389596
75,1645492.5168868303,66466.61275826726 4618.169551945025 -14.914279044809355
76,1646745.1398853064,67338.96935666118 4681.5727020421255 -14.959205494973618
77,1648038.213125825,68211.26064051429 4745.088514946905 -14.997018203617037
78,1649308.8033276796,69083.47739607695 4808.663471488142 -15.360227729391466
79,1650587.494669199,69955.62368784769 4872.380300285827 -15.29235666277641
80,1651845.393802762,70827.70325786143 4936.0235052812095 -15.330201143598346
81,1653074.6133910418,71699.6874326529 4999.808186974194 -15.375283125869613
82,1654340.5402817726,72571.59780921106 5063.75591766993 -15.42025424451871
83,1655581.269446969,73443.435065283 5127.648928445402 -16.127813877609917
84,1656779.2674604654,74315.17466657967 5191.595962985944 -16.804475581383766
85,1657988.8054528236,75186.8246813459 5255.565738251806 -16.84262835553143
86,1659199.6431410313,76058.38627068173 5319.618227132556 -16.88083803017693
87,1660385.2410099506,76929.84572312377 5383.737237991184 -16.919164244524694
88,1661627.8764506578,77801.23573920397 5447.9486402844805 -16.957639675019145
89,1662816.2895218134,78672.52747775622 5512.304865692082 -16.994890733387848
90,1663962.6740381718,79543.71613495216 5576.559283455176 -17.455008581748633
91,1665132.0586651564,80414.80436128651 5640.90511309261 -17.49982387670358
92,1666289.837864995,81285.7889957941 5705.304952444241 -17.821666652729252
93,1667444.5636320114,82156.66645863402 5769.883503584878 -17.86060671892186
94,1668579.5044739246,83027.44201498527 5834.408047839081 -17.905482219004707
95,1669721.2090654373,83898.11806955401 5898.927610487095 -17.950343451195536
96,1670835.830270648,84768.66693376577 5963.706041310381 -18.272368401082073
97,1671953.8051286936,85639.11291978203 6028.432193320889 -18.604124583670455
98,1673028.7910072803,86509.44061205114 6093.068433599256 -18.64322745498331
99,1674125.2279514074,87379.6465138406 6157.844388777271 -18.682296267554204
100,1675196.9039059877,88249.7278324507 6222.686882438504 -19.009671549467058
101,1676286.5856256485,89119.68449032947 6287.746695780533 -19.05040784219609
102,1677313.2716056108,89989.5060029036 6352.751109200295 -19.639118606370587
103,1678353.1066448689,90859.19555545996 6417.817645545998 -19.684201953213293
104,1679380.714552164,91728.75289859773 6482.910051547062 -19.72373156366282
105,1680384.600063324,92598.16748773912 6548.032599345959 -19.768923704785635
106,1681387.3171560764,93467.43792697361 6613.222354943433 -20.343806677123304
107,1682371.9327491522,94336.56413020655 6678.454806870633 -20.38893981100601
108,1683356.8360484838,95205.54563850291 6743.745837965799 -20.43400958005826
109,1684297.1575744152,96074.36009937896 6809.135780333026 -20.390086397116047
110,1685265.7215864658,96943.03429949723 6874.526880264216 -23.043616058961916
111,1686179.8794885874,97811.54086781431 6939.968257921963 -23.083643712414354
112,1687094.2488515377,98679.88091602863 7005.46681675401 -23.123742682168494
113,1687999.819063902,99548.05584347575 7071.0053348844 -23.39036456617968
114,1688874.2138106823,100416.05011208919 7136.6598845999415 -23.665065325386966
115,1689745.5866800547,101283.87464884997 7202.275841605611 -24.234477642106224
116,1690612.7051517963,102151.51985617295 7268.034293251013 -25.228227895714927
117,1691443.518267274,103018.9798626474 7333.825041944003 -25.33461772886742
118,1692257.0547466278,103886.25010141866 7399.627435917263 -25.307928749480865
119,1693062.2744264603,104753.32579116352 7465.518505223439 -25.352766603991466
120,1693844.9586373568,105620.20629388271 7531.407792950569 -25.601282621160003
121,1694597.288474083,106486.87878747133 7597.305055380852 -25.646224832745556
122,1695365.5725443363,107353.35279394271 7663.296403325869 -25.756740906235656
123,1696091.8500367403,108219.61032680118 7729.365661279053 -26.061645902274662
124,1696788.4657707214,109085.65050981691 7795.402994060917 -26.037631733235287
125,1697472.8333032131,109951.46483558422 7861.471617421367 -26.1498675985641
126,1698170.2492368221,110817.05684990619 7927.745926651294 -26.195143424800442
127,1698831.2206424475,111682.42153111064 7994.066103159343 -26.172592991597345
128,1699454.625085473,112547.54788789876 8060.389003088192 -26.213926095302362
129,1700055.0327256918,113412.42339079278 8126.818647614054 -26.259422116500215
130,1700640.327471137,114277.04886054243 8193.294945371006 -26.371297911735002
131,1701210.4641377926,115141.42343924138 8259.812227452532 -26.623555317356725
132,1701745.5534471273,116005.53855691163 8326.287324660072 -31.750064636951826
133,1702265.0458745956,116869.38674914978 8392.815913518578 -32.365653584379466
134,1702751.023976922,117732.96022856807 8459.393991520388 -32.46341041008487
135,1703246.3781411648,118596.26179694365 8526.094136646276 -32.508415818767396
136,1703680.2746698856,119459.27952945489 8592.706093180193 -32.60344411386992
137,1704106.5849630833,120322.003050993 8659.421311827165 -32.64535034515923
138,1704518.0362468958,121184.43171535485 8726.24738756202 -32.69063350437691
139,1704898.9425139427,122046.56004304413 8793.14416477957 -32.947252144865075
140,1705238.0492488146,122908.37846270307 8860.001730996737 -33.759987196261996
141,1705575.155357957,123769.87793752525 8927.046450397407 -33.75039501149065
142,1705870.2134869099,124631.05797581925 8994.065008496415 -33.796818097630975
143,1706102.0616269112,125491.89463942063 9061.078279678874 -34.04990331757139
144,1706361.0658794641,126352.40450057213 9128.10577727288 -34.095520693516264
145,1706584.4371197224,127212.56976669285 9195.221539945524 -34.293154405044504
146,1706749.7701712847,128072.38006616298 9262.310021267234 -34.33775383637333
147,1706910.5377527475,128931.82866961673 9329.546373281595 -34.38451373594657
148,1707042.3780463934,129790.91623226601 9396.766669442723 -34.58334141760564
149,1707126.6947817802,130649.62636223332 9464.008227417033 -34.627438216133164
150,1707194.0108197927,131507.94649012195 9531.38633758409 -34.872893946430914
151,1707220.3552798033,132365.87924987383 9598.731886349193 -34.918893564567114
152,1707230.014887929,133223.42017226297 9666.078627909328 -35.11409728019868
153,1707205.6992465258,134080.55396756483 9733.520517535306 -35.15848151815383
154,1707122.1051428318,134937.26605179452 9800.991099304892 -35.401907330706834
155,1707011.1802318096,135793.54774544638 9868.463862202292 -35.59533250258836
156,1706894.5332690477,136649.3989644592 9936.05990725172 -35.59034330803328
157,1706733.730667472,137504.8150421618 10003.645594554353 -35.78363784944364
158,1706519.9524121284,138359.77477714742 10071.270122124586 -35.83057215173293
159,1706285.6172981262,139214.2734773239 10138.958892826719 -36.02373852149354
160,1706003.0629110336,140068.3012455943 10206.656019267577 -36.36920524163533
161,1705682.7096579075,140921.84786300902 10274.371507543132 -36.41114327815128
162,1705341.4830468893,141774.90705731485 10342.137581261692 -37.41522001030184
163,1704943.9386535883,142627.4658875072 10409.920016701875 -37.4589470842484
164,1704530.8081415892,143479.51730672483 10477.805579768188 -39.42217575640994
165,1704067.0024718046,144331.04989318727 10545.72280601978 -39.51370586893813
166,1703554.2661809921,145182.0558730222 10613.62770582577 -39.56095218608191
167,1703009.3662467003,146032.5215939302 10681.552677459922 -39.608322123621484
168,1702407.9076634645,146882.4328604212 10749.505441596477 -39.79043624799451
169,1701771.569854498,147731.7771726268 10817.535497098186 -39.96928941588177
170,1701094.0270822048,148580.55221002045 10885.49996403141 -40.01624997219212
171,1700385.2769764662,149428.74437900577 10953.565434896553 -40.063254471026575
172,1699614.9143208265,150276.33877322593 11021.583509302176 -40.38501827459258
173,1698813.8923461437,151123.32553856852 11089.710584098444 -40.572704559845505
174,1697963.5080461502,151969.69484457877 11157.856553670865 -42.53634468873172
175,1697055.555185318,152815.43099767872 11225.980318199157 -42.664270275081435
176,1696114.7080817223,153660.52778780393 11294.12568317869 -42.7089525195347
177,1695120.2725220919,154504.9671399375 11362.309866719484 -42.87996803584339
178,1694081.3950781822,155348.7376870162 11430.522669195203 -43.096885735472135
179,1692992.2357594967,156191.8287410172 11498.741523715302 -43.26648841711352
180,1691845.0770602226,157034.22370006933 11566.988279486159 -43.86992593899564
181,1690657.298715353,157875.90930049465 11635.321014772127 -43.96025151635866
182,1689411.3815609217,158716.87864606144 11703.54848994908 -44.169639428737604
183,1688122.4865744114,159557.11374318742 11771.842816288297 -44.29363888344455
184,1686793.2805031538,160396.60517887663 11840.185232813114 -44.460442820398576
185,1685390.3397163153,161235.33537866353 11908.52664061984 -44.71478829468361
186,1683950.3496956825,162073.2896519665 11976.966925223729 -44.762574876976494
187,1682439.257956624,162910.45337080173 12045.409893529342 -46.135301671529675
188,1680862.4611449242,163746.81153097242 12113.767170266407 -46.297586480954614
189,1679239.4906109571,164582.34672045457 12182.171615250745 -46.4595129347673
190,1677577.790217042,165417.05073678275 12250.613764440122 -46.740127898661974
191,1675842.031453967,166250.90650966906 12319.014095052287 -46.7475810093412
192,1674050.6740281582,167083.89622164078 12387.485137647564 -47.03178938649154
193,1672208.8554267883,167916.00910528557 12455.94382537547 -47.19233370547917
194,1670294.3412992358,168747.22412190572 12524.383133950398 -47.2404318583805
195,1668337.7403706908,169577.5279170067 12592.917024831628 -47.288766190693565
196,1666302.575371325,170406.90458345864 12661.391644482199 -47.336989673548395
197,1664203.2196721435,171235.33684632066 12729.83201203797 -47.502659949136124
198,1662057.8169692159,172062.80409745814 12798.38463564839 -48.686083741685756
199,1659831.00666368,172889.2957225585 12866.85268070714 -48.80389716464371
200,1657549.6071283221,173714.78874804973 12935.361136933203 -48.92077431028709
201,1655193.2719656825,174539.26644857216 13003.827500479412 -50.455266240942755
202,1652786.2623944283,175362.71896568112 13072.268277553245 -50.835291542778954
203,1650311.2725704312,176185.1154799524 13140.814015562788 -51.14225780668802
204,1647758.66099298,177006.45012900874 13209.302389456434 -51.29440173575518
205,1645140.4293457866,177826.698
