iteration,error,currentInitImpulse
49,8.943091636534661E7,335727.32553898473 2734.80555098651 -7353.242474812725
50,1.0367227374276197E8,232659.0365985164 1914.3638856905568 -6952.960322722129
51,1.3941230902045453E8,161232.71236277188 1340.0547199833898 -6628.295892349121
52,9.814235096586227E7,111734.2696674009 938.0383039883728 -6411.964164655885
53,2.0246572718382597E7,101311.82484205178 1219.4497951848848 -6271.693688177542
54,5.701473680455065E7,130388.31857172064 1585.2847337403502 -6197.87338120093
55,7.462126658872318E7,167809.76600180447 2060.8701538624555 -6201.5716619705545
56,9.502762187051052E7,215971.16884432235 2679.131200021192 -6260.326186824234
57,1.0371594831361008E8,277954.8943026429 3482.8705600275493 -6357.367532972177
58,1.369842331051743E7,357727.94896750146 4527.731728035814 -6477.240168247559
59,1.0996751034880579E7,346662.8061178043 3266.237083263718 -7070.504664338208
60,5.870440150648278E7,446155.0314736141 4246.108208242833 -7168.969751575893
61,1.1777448933347225E8,574201.5255065414 5519.940670715683 -7234.797863760473
62,2.889438263201521E8,738997.3633269188 7175.922871930388 -7234.410390435909
63,8.180250192276776E7,773066.1641226333 9328.699733509504 -7089.615309820627
64,4.006898553556258E8,549779.2244074796 6530.089813456652 -6842.890958289356
65,1.0441849371423203E8,380997.00251438335 4571.062869419657 -6573.052886230866
66,2104742.728617251,264030.9227424676 3199.7440085937596 -6333.252134868681
67,1.487841977639748E8,182973.42946053005 3275.8122546370096 -6164.382177002018
68,1.4032616078207695E8,432856.11580068845 2581.1399381936867 -7981.344685736876
69,5.0886880010925174E7,299969.2882498771 1806.7979567355806 -7805.664574057255
70,1.0990760110104853E8,224823.49969436842 2348.8373437562545 -7665.123321703008
71,1.0026112991870022E8,289347.84410665213 3053.4885468831308 -7583.287973741828
72,2.068854365638405E7,372390.67536526127 3969.53511094807 -7536.740955037112
73,1772007.2369443178,373362.0352562916 5160.395644232491 -7466.427760243987
74,1.8121525824995995E7,258739.8904326101 6469.457588498139 -7370.945189338684
75,4867246.856020391,261725.58723905182 8410.294865047581 -7327.918220147049
76,5.3009506971744955E7,336840.83077665966 10933.383324561855 -7327.698112913414
77,7.010832580033362E7,456517.1231338238 3429.971644041302 -7152.532440255312
78,4.722117919480938E7,517082.452625818 4458.963137253693 -7121.228218353312
79,1.770702410401404E7,497611.60890691075 5796.652078429801 -7050.535279609193
80,4.678861594086343E7,415837.33304339077 7535.647701958741 -6945.82277993031
81,5.542079315690231E7,321971.85818326526 9796.342012546364 -6839.217615842193
82,8.30763120679962E7,244629.3284906104 12735.244616310272 -6753.224467924087
83,7.717182981314725E7,304872.7038572568 16555.818001203355 -6711.360256081368
84,4.510277239149231E7,392371.16986428946 21522.563401564363 -6691.004861313858
85,3.323170226942575E7,473356.8975802497 27979.332422033673 -6666.3412170417605
86,1.4882895674329638E7,492280.45475141384 36373.132148643774 -6607.97349800374
87,3.1069258495859027E7,446243.67642331286 42437.2654333521 -6519.211855933527
88,3.450102157490528E7,365775.53845023405 46160.70807207796 -6422.706898754718
89,3.1077074851772845E7,253482.4481460122 43160.75018463962 -6301.449070905045
90,8.722311118641222E7,204961.0524709435 49172.18254550281 -6228.662197279656
91,1.2236425083304179E8,365127.0966282655 8186.899485729517 -3266.1206763433997
92,4.002152833834183E7,253033.07796338797 7763.578489808714 -3173.774401220743
93,2.5183516095366776E7,238195.93556859242 10092.652036751328 -3122.518184974951
94,8.960864386017138E7,306558.16907677846 13120.447647776726 -3121.1287704344804
95,4.6182521484372795E7,394540.3636018139 17056.581942109744 -3133.008162568412
96,6.076909799522674E7,507773.44795553456 22173.556524742668 -3133.8347317833104
97,4.4606571338581026E7,549895.1093078422 28825.62348216547 -3094.9393123134137
98,5.185047931169021E7,499027.44741347566 34542.8331197373 -3014.1598383929254
99,5.429586282548815E7,387641.46934716246 36081.472008128454 -2899.477425193387
100,3.731050974974942E7,351724.0783806088 9709.367050076293 -2986.395044134534
101,7.205998797345942E7,243744.78631776193 7570.683752201882 -2861.111588869847
102,4.52287
