iteration,error,currentInitImpulse
385,203528.8221130371,1810.51277590889 409.5857963509921 -1.7994416424236581
386,241397.59700012207,1815.404994634476 410.81183242276944 -1.7994874187908456
387,182396.6965637207,1819.1340892755893 411.5968589730624 -1.7997773357830331
388,218732.7765045166,1823.5833682428745 412.6360893197421 -1.7999528118572519
389,203466.94966125488,1827.7453318415073 413.50453566983975 -1.8003190227947519
390,214202.75300598145,1831.9862444147495 415.02621840909757 -1.8004182049236581
391,250700.59077453613,1836.993071904984 416.62255477384366 -1.8003647991619394
392,138559.37147521973,1839.661070354691 417.93651198819913 -1.6326630779705331
393,283483.15740966797,1845.0857674127965 420.7698783822421 -1.6326630779705331
394,283401.2219696045,1850.9542358332067 421.66652297452725 -1.6330674358806894
395,179448.1668395996,1854.5310630182653 422.83920669034757 -1.6334870525799081
396,270728.5794830322,1860.1013823297887 423.8516960091952 -1.6340287395916269
397,217985.73738098145,1864.4835073664099 425.11346816495694 -1.6364319988689706
398,205029.01432800293,1868.7071927668005 425.8585548348788 -1.6365006634197519
399,236662.89863586426,1873.5919880915076 426.67692183927335 -1.6366151043377206
400,244993.50218200684,1878.5754314875037 427.8428764291171 -1.6365769573650644
401,190835.36267089844,1882.539000310746 428.3942909188632 -1.6384080120525644
402,257649.58935546875,1887.6397227594764 430.2293815560702 -1.6391175457439706
403,232829.0181427002,1892.449963640824 431.015094751871 -1.6394456097088144
404,330674.44020080566,1899.3517801447304 431.8248634286288 -1.6395142742595956
405,264424.10708618164,1904.6189454645546 433.56844710782804 -1.6395981975994394
406,278069.8193511963,1910.148088933793 435.4447593636874 -1.6439622112713144
407,254087.30987548828,1915.4125610773476 436.2371940560702 -1.6453736492595956
408,299323.5724182129,1921.6276862970742 437.1106300301913 -1.6455491253338144
409,248416.08042907715,1926.6819762506875 438.2884788461093 -1.6467011639080331
410,257001.88246154785,1931.960677215043 439.2893867440585 -1.6469147869549081
411,154256.57012939453,1934.9830915583047 440.52628707364835 -1.6472504803142831
412,118887.49435424805,1937.278821331254 441.6244468636874 -1.6483643719158456
413,282609.1611480713,1943.0731167780314 442.77096175626554 -1.6486008831463144
414,381964.4694213867,1951.0147587213908 443.84186171964444 -1.6488373943767831
415,232392.77519226074,1955.771036895219 444.8216133065585 -1.6507752605877206
416,338256.99098205566,1962.7732333429728 445.9025382943515 -1.6513627239666269
417,152554.28909301758,1965.8049631769572 446.93773269132413 -1.6516602703533456
418,259477.32777404785,1971.2297899347698 447.5360450692538 -1.6525834270916269
419,195841.2354888916,1975.108413079301 448.92687606290616 -1.6527207561931894
420,76947.71578979492,1976.5437531427776 449.8575019784335 -1.6527970501385019
421,202730.38650512695,1980.5051781061566 451.52658462003507 -1.6528351971111581
422,301644.0517272949,1986.5654342462933 453.2928733773593 -1.6530640789470956
423,308519.73344421387,1993.049632952348 453.85485457853116 -1.6532777019939706
424,164850.74713134766,1996.35361773018 454.85465621427335 -1.6533234783611581
425,300888.91983032227,2002.5984670710004 455.7462654061679 -1.6534989544353769
426,237782.68759155273,2007.3481000421918 457.2586250253085 -1.6535752483806894
427,184886.75466918945,2011.053253643266 458.3793754525546 -1.6535294720135019
428,132271.48461914062,2013.723273882524 459.10065078214444 -1.6534760662517831
429,143541.98400878906,2016.634062554399 459.82238387540616 -1.6535599895916269
430,216817.93362426758,2021.1050013727584 460.5919685311679 -1.6535981365642831
431,190122.8490447998,2025.058766424028 461.12253188566007 -1.6535828777752206
432,224786.94555664062,2029.6516534845748 462.104320520914 -1.6535676189861581
433,127624.43650817871,2032.2222016779342 462.82289504483975 -1.6535981365642831
434,22627.997528076172,2031.4946617975631 463.8766441293124 -1.6538880535564706
435,151524.57290649414,2034.5821701349655 464.57641219571866 -1.6538804241619394
436,279568.3480834961,2040.1854942072312 466.27010726407804 -1.6551011272869394
437,158659.92042541504,2043.303771892778 467.50055312589444 -1.6550706097088144
438,206455.37651062012,2047.6821966730515 467.70573043302335 -1.6552766033611581
439,208214.94868469238,2052.015066338579 468.274730677164 -1.6555207439861581
440,245184.75064086914,2056.909756987993 469.84530257657804 -1.6564820476970956
441,242950.06846618652,2061.6264538629935 471.98268508390225 -1.6566880413494394
442,216133.9157409668,2065.893664959185 473.5737800546054 -1.6540635296306894
443,115439.07229614258,2068.1210353571346 474.64950942472257 -1.6541398235760019
444,216077.77877807617,2072.598344719928 475.3229331918124 -1.6547806927166269
445,143531.70375061035,2075.3896952204163 476.5636482186679 -1.6546815105877206
446,244949.3817138672,2080.280685613483 478.1304969735507 -1.6551850506267831
447,166608.20544433594,2083.7035821344793 478.7768363900546 -1.6553452679119394
448,103364.13459777832,2085.7471985651437 479.5257835336093 -1.6555131145916269
449,270499.5717315674,2091.2765785456127 480.6975212045077 -1.6556504436931894
450,137347.49839782715,2094.017689483113 481.5801277108554 -1.6557038494549081
451,228156.297164917,2098.5571326349686 483.1070136971835 -1.3528931805095956
452,211543.94436645508,2102.9007063410236 483.93883895353116 -1.3529084392986581
453,231703.77964782715,2107.689500994344 484.71590804532804 -1.3528397747478769
454,255317.29370117188,2113.0221494074303 485.3280754037265 -1.3555787273845956
455,201573.90115356445,2117.156418303915 486.1405601449374 -1.3579819866619394
456,108201.81579589844,2119.2133251398527 487.28270339444913 -1.3580277630291269
457,215833.77320861816,2123.612639202353 488.27289199308194 -1.3581193157635019
458,272300.453414917,2129.2145823542087 489.2969551034335 -1.3583863445720956
459,235511.06951904297,2133.9612322321386 490.6101570077304 -1.3586686321697519
460,104646.68588256836,2136.0635339655373 491.2249336190585 -1.3589127727947519
461,177959.05377197266,2139.785434087608 491.6294975228671 -1.3650468059978769
462,141819.1278076172,2142.663362957237 492.3365287728671 -1.3653290935955331
463,163201.05197143555,2146.000459307335 493.0390968270663 -1.3654587933025644
464,226328.83694458008,2150.6796805963977 493.7909431405429 -1.3654282757244394
465,199758.66555786133,2154.8188094171987 494.41292952970304 -1.3669160076580331
466,246626.41716003418,2159.9763632257927 494.97552871183194 -1.3669083782635019
467,166072.89070129395,2163.2106153376094 496.39374160245694 -1.3666489788494394
468,194930.1806488037,2167.1578496271604 497.4021339364413 -1.3667939373455331
469,122037.62944030762,2169.541454766321 498.4137229867343 -1.3669007488689706
470,251570.23738098145,2174.435054412317 500.5859184213046 -1.3669388958416269
471,163739.71754455566,2177.823450811243 501.1137733407382 -1.3668931194744394
472,177712.252243042,2181.4206942560677 502.04059218839444 -1.3676408001385019
473,212798.81593322754,2185.613381426478 503.6445579476718 -1.3676942059002206
474,282002.9981689453,2191.4343110895643 504.62314223722257 -1.3716080852947519
475,223653.69721984863,2196.022795989467 505.5211906381015 -1.3715851971111581
476,189417.77963256836,2199.7872376154437 506.80871200040616 -1.3761780926189706
477,206083.90391540527,2203.9569831964986 507.8881950326327 -1.3766282268963144
478,147470.85795593262,2206.9237487360497 508.73419570401944 -1.3767045208416269
479,276240.33641052246,2212.408267876675 510.6399040170077 -1.3766511150799081
480,237882.0837097168,2217.1969175714994 511.9920005746249 -1.3854401775799081
481,238726.68975830078,2222.1188222712067 512.8446159310702 -1.3858063885174081
482,329032.646194458,2228.956170391324 513.7865486092928 -1.3860963055095956
483,220123.01022338867,2233.4827732721837 514.6235847421053 -1.3870194622478769
484,298182.1795806885,2239.66853295236 515.5239601083163 -1.3870957561931894
485,276711.0416107178,2245.334204436735 516.6839027352694 -1.3872788616619394
486,368153.42362976074,2253.010984319548 517.6230964608553 -1.3872941204510019
487,287564.0841217041,2258.90977958322 518.779140467203 -1.3880265423260019
488,173601.38623046875,2262.3552972590014 519.9814262338045 -1.3884156414470956
489,227403.04434204102,2267.0390046320485 520.8144340463045 -1.3890641399822519
490,162270.25756835938,2270.282701934295 521.8375205941561 -1.3924363323650644
491,231501.74562072754,2274.9938446100764 522.933307642496 -1.3926346966228769
492,385338.26066589355,2282.856224773651 524.668056482828 -1.2935288616619394
493,213031.31651306152,2287.1100233942566 526.0312461800936 -1.2935136028728769
494,141206.67776489258,2289.970435174042 526.7563590951327 -1.2935822674236581
495,214004.25714111328,2294.337186980683 527.7180595345858 -1.2936509319744394
496,84046.60566711426,2295.9935277155464 528.3514900155428 -1.2937119671306894
497,260842.35569763184,2301.375141582734 529.2671546883944 -1.2937958904705331
498,259187.95295715332,2306.7389255549024 530.1063499398592 -1.1157868572674081
499,228488.1043548584,2311.3223369074417 531.4777793832186 -1.1170228191814706
500,268789.41191101074,2316.898866546114 532.2850913949374 -1.1169770428142831
501,276515.56675720215,2322.6695413874227 532.9732627816561 -1.1171906658611581
502,238659.18090820312,2327.5288392756065 534.0919914193514 -1.1172517010174081
503,298181.46353149414,2333.6217568537318 535.3958625741366 -1.1174348064861581
504,289499.8804168701,2339.4411148615445 537.0815238900545 -1.1200516888103769
505,117473.17805480957,2341.671346282443 538.3353156991366 -1.1212189861736581
506,205430.78819274902,2345.959614507541 538.8390006966952 -1.1214249798260019
507,205693.55029296875,2350.1710394709203 539.7025184579256 -1.1223252483806894
508,262164.613571167,2355.548701311741 540.7600364632967 -1.1345017620525644
509,257975.9316558838,2360.895883721409 541.5592689462069 -1.1345093914470956
510,136815.68991088867,2363.68979769846 542.1649894662264 -1.1344712444744394
511,242885.9744873047,2368.6584476984603 543.2026710458163 -0.5868409344158456
512,248588.5876159668,2373.749877544652 544.2392234750155 -0.5868943401775644
513,285416.9458312988,2379.6615130793202 545.1419181771639 -0.5868409344158456
514,117113.8901977539,2381.8933771906486 546.3552970834139 -0.6652939983806894
515,176898.90101623535,2385.464756988012 547.3186607308749 -0.6654465862713144
516,198652.53092956543,2389.5184823664304 548.2113304086092 -0.6657746502361581
517,272914.38371276855,2395.063006695044 549.5436973519686 -0.6647065350017831
518,330024.15020751953,2401.8367104059816 550.8585472054842 -0.6648820110760019
519,263242.54710388184,2407.248048394263 551.8704338021639 -0.6649583050213144
520,253171.27745056152,2412.3994452814704 553.0729408212069 -0.6651261517010019
521,217668.79623413086,2416.761825445045 554.3979453988436 -0.6651261517010019
522,249121.89421081543,2421.9090032770764 555.2410469003084 -0.6655762859783456
523,251319.2296295166,2427.008604204811 556.4991187997225 -0.6662781902752206
524,223397.47602844238,2431.469838433327 557.9256858773592 -0.6661790081463144
525,159300.46145629883,2434.659046599831 558.9104957528475 -0.6663468548260019
526,203102.28146362305,2438.7432056330344 560.0861015267733 -0.6666062542400644
527,493600.0873260498,2449.147104961648 560.866168970621 -0.6678193279705331
528,212437.41329956055,2453.498521685281 561.7506751962069 -0.6678803631267831
529,211043.05546569824,2457.8462991877227 562.5200004525545 -0.6678269573650644
530,186207.58891296387,2461.612571868387 563.5036277718905 -0.6748688885174081
531,255019.06071472168,2466.6719048517857 565.2799186654452 -0.6754868694744394
532,156078.92031860352,2469.7276901667274 566.5445442147616 -0.6755555340252206
533,207626.74130249023,2474.0213294855753 567.2315711923006 -0.6756318279705331
534,116852.43829345703,2476.2323806086224 568.5114021249178 -0.6759217449627206
535,177799.3087310791,2479.803989287822 569.557216639078 -0.6762803265056894
536,117511.33622741699,2482.129313482158 570.4021034188631 -0.6775849529705331
537,264540.2469177246,2487.4827901423146 571.7879829354647 -0.6887620159588144
538,233448.6432952881,2492.2774899470023 572.7020530648592 -0.6915391155681894
539,206342.69924926758,2496.4621281061823 573.7455940194491 -0.6916382976970956
540,133234.5471343994,2499.056731780499 574.8846931405428 -0.6917985149822519
541,207461.3726348877,2503.3207385309875 575.6853675790194 -0.6919968792400644
542,210885.5580444336,2507.5400751764955 577.0005226083163 -0.6928208538494394
543,130686.47331237793,2510.1069841486637 578.0227470345858 -0.6946442791424081
544,184275.87309265137,2513.9894753962226 578.3216056771639 -0.6948426434002206
545,264172.0082550049,2519.359492583723 579.6004524178866 -0.6950333782635019
546,362934.98139953613,2526.7219185236645 581.4250831551913 -0.6951401897869394
547,208226.06637573242,2531.043122844954 582.0498008675936 -0.6953004070720956
548,198949.47402954102,2534.962471697493 583.5526237435702 -0.6952927776775644
549,264456.9874572754,2540.4090956354817 584.5273475594881 -0.6952927776775644
550,368984.8567504883,2548.0582723688804 585.66843032316 -0.6952470013103769
551,179336.77670288086,2551.717458867904 586.4771919198397 -0.6957276531658456
552,244410.8698577881,2556.743825237533 587.4097633309725 -0.6960938641033456
553,297854.1399383545,2562.8955578181 588.4299583382967 -0.7196076580486581
554,337984.59783935547,2569.7978397150728 589.9302177377108 -0.7195618816814706
555,275761.690322876,2575.35939285228 591.457118982828 -0.7222245403728769
556,189035.40936279297,2579.042390691636 593.0665855355624 -0.7224763103924081
557,117406.56201171875,2581.380639080308 593.8479270882967 -0.7225220867595956
558,256334.55836486816,2586.679275652574 594.7066001839999 -0.7225220867595956
559,209873.4911956787,2590.8916008845076 595.9581794686678 -0.7245362469158456
560,403050.743560791,2599.2063202204454 597.3809165902499 -0.7245515057049081
561,256795.32540893555,2604.4938026179066 598.3318595834139 -0.7246049114666269
562,185339.91902160645,2608.2819106257193 599.1428260751131 -0.7269318767986581
563,239055.92875671387,2613.228610857653 599.9186057992342 -0.7270997234783456
564,188682.10458374023,2616.9947233210323 601.13620376066 -0.7270692059002206
565,233793.53103637695,2621.646341460681 602.7097511239413 -0.7270005413494394
566,124313.64349365234,2624.2072766169313 603.1639976449374 -0.7271226116619394
567,236653.53358459473,2628.9683231623417 604.5260581918124 -0.7270386883220956
568,122713.58531188965,2631.357085772205 605.5797309823397 -0.7270920940838144
569,304198.55380249023,2637.683394158436 606.4351539559725 -0.7273209759197519
570,271049.4604797363,2643.291387420155 607.3209953256014 -0.7274583050213144
571,156828.58840942383,2646.4653062800185 608.142436975992 -0.7277711101970956
572,280580.00341796875,2652.2034722712297 609.3526878304842 -0.7277024456463144
573,233611.5406036377,2656.86238411205 610.8758888192538 -0.7278474041424081
574,227364.90254211426,2661.5880684138083 611.5264244027499 -0.7281144329510019
575,219811.5142364502,2665.7211547541406 614.0510215707186 -0.7289841839275644
576,266759.6733703613,2671.230690679434 614.9660301156405 -0.7290757366619394
577,179330.0406036377,2674.7727736017973 616.2843513436678 -0.7291367718181894
578,282494.3832702637,2680.6532049128327 617.0539894051913 -0.7291749187908456
579,196177.99647521973,2684.7022305842197 617.7380790658358 -0.7294877239666269
580,201940.95304870605,2688.8141377253332 618.6898612923983 -0.7297394939861581
581,241914.61294555664,2693.77234308422 619.6845512338045 -0.7297242351970956
582,215695.8366241455,2698.168750347404 620.6796531625155 -0.7296860882244394
583,192062.47897338867,2701.98154707592 622.0086555428866 -0.7301514812908456
584,158633.41220092773,2705.054414605217 623.4388923592928 -0.7300980755291269
585,157488.29484558105,2708.3070306696704 623.979694361246 -0.7301514812908456
586,306699.43702697754,2714.689689763909 624.8221702523592 -0.7359116741619394
587,304857.4613952637,2720.8075402033624 626.64792251066 -0.7359879681072519
588,145383.99098205566,2723.6346267878353 627.9085731454256 -0.7300446697674081
589,166548.3476409912,2727.066373406488 628.5148887582186 -0.7299988934002206
590,260449.9250640869,2732.42211599682 629.5127601571444 -0.7299760052166269
591,194934.65487670898,2736.4513128718204 630.1684760995272 -0.7318223186931894
592,336887.7765197754,2743.4525632746527 631.1386909432772 -0.7331650921306894
593,199814.12641906738,2747.55553639477 631.9275855965975 -0.7337220379314706
594,207710.59381103516,2751.758958123286 633.0177268929842 -0.7343247600994394
595,226340.4021911621,2756.350265899165 634.1568565316561 -0.7344010540447519
596,235067.91986083984,2761.0267253474076 635.7426948495272 -0.7353852459392831
597,184398.78546142578,2764.846724224361 636.3255805917147 -0.7286103435955331
598,272755.78204345703,2770.3195398737753 637.9600791879061 -0.7289918133220956
599,176439.72190856934,2773.8232774592248 639.1776466317538 -0.7290375896892831
600,327218.8546447754,2780.4877358698695 640.7078208871249 -0.7319138714275644
601,192125.5831451416,2784.379702825436 641.699176783121 -0.7319977947674081
602,195748.77252197266,2788.374323284421 642.58444594816 -0.7321809002361581
603,295439.6212615967,2794.3766723200656 644.0322608895663 -0.7427170940838144
604,230912.66493225098,2799.176094719968 644.6930808968905 -0.7437089153728769
605,248931.23683166504,2804.2615888972146 645.7909049935702 -0.7436555096111581
606,311874.19763183594,2810.7115545100078 646.826747889078 -0.7438691326580331
607,210034.7485961914,2815.028204082762 647.6415977425936 -0.7442506023845956
608,234768.47744750977,2819.883870379149 648.4184760995272 -0.7448685833416269
609,176313.70866394043,2823.323826226317 649.9008903451327 -0.7450440594158456
610,270894.8064880371,2828.8602481379385 651.0872535653475 -0.7451050945720956
611,296897.74952697754,2835.0113856257317 652.0238304086092 -0.7450669475994394
612,297008.8972015381,2841.071389995849 653.3677329964999 -0.23446971859553312
613,158869.64025878906,2844.2620248591306 654.3072776742342 -0.23453075375178312
614,253100.89894104004,2849.5028611384278 655.120464319742 -0.2795441814861581
615,171942.11714172363,2853.009711516846 655.9026145882967 -0.2843659588299081
616,138490.1026916504,2855.7544921931158 656.8826484628084 -0.2849000164470956
617,221215.61152648926,2860.3344779475105 657.5965690560702 -0.28513652767756437
618,190337.07386779785,2864.2384688288585 658.3678398080233 -0.2867615887127206
619,296923.2819519043,2870.246028740968 659.9320335336092 -0.29078227963068937
620,277907.49630737305,2875.9428815607926 661.0749931283358 -0.29168254818537687
621,267504.77296447754,2881.4271489313983 662.1746940560702 -0.2916444012127206
622,275927.3241882324,2887.1856625178243 662.8636970467928 -0.29169780697443937
623,205999.8978881836,2891.34668770093 663.978717798746 -0.29168254818537687
624,239698.35438537598,2896.2187877131373 665.1454276986483 -0.2923920818767831
625,271184.12968444824,2901.652502715579 666.8060798592928 -0.32079631771662687
626,159600.27139282227,2904.913114385501 667.509983057535 -0.3210328289470956
627,183928.79446411133,2908.661686870853 668.3619651742342 -0.32122356381037687
628,279365.83195495605,2914.3000451228063 669.8952522225741 -0.32126934017756437
629,419760.0262145996,2923.0432922907753 671.0196876473788 -0.32142192806818937
630,192919.74562072754,2926.9568962092326 671.9934883065584 -0.3215668865642831
631,316781.6763153076,2933.348557989018 673.7392463631991 -0.32148296322443937
632,170069.51051330566,2936.714050945561 674.964214319742 -0.32158977474787687
633,199769.3490447998,2940.8679350153857 675.530231470621 -0.32839519466975187
634,173011.28141784668,2944.266089409917 676.8870887704256 -0.3284638592205331
635,213897.9836730957,2948.6821805109917 677.6305274911288 -0.32850200619318937
636,143325.8136138916,2951.5559132136286 678.499355310953 -0.3289063641033456
637,220953.78178405762,2956.1336864436093 679.1992149300936 -0.3293336101970956
638,302709.2391052246,2962.3253054987854 680.504238123453 -0.32924968685725187
639,257621.4394683838,2967.74904125318 680.9430427499178 -0.3292267986736581
640,236599.15675354004,2972.55925161695 682.0914192147616 -0.32955486263850187
641,214877.29318237305,2977.0265435847236 682.7053489632967 -0.32955486263850187
642,183248.1407775879,2980.673904522224 683.9314308114413 -0.32984477963068937
643,281072.67500305176,2986.4844963557202 684.8767127938631 -0.3299439617595956
644,141970.7170562744,2989.4238189631424 685.3360786385897 -0.32999736752131437
645,168848.2978363037,2992.79876473951 686.4040565438631 -0.3300202557049081
646,163997.48693847656,2995.9817168024983 687.8579215951327 -0.3304475017986581
647,166162.59283447266,2999.4014623835533 688.4810295052889 0.46605365786931063
648,183974.96643066406,3003.251093828866 688.8981895394686 0.4659239581622794
649,136210.105178833,3005.9573079157803 689.8321571298006 0.4659239581622794
650,262697.7672729492,3011.189431426523 691.5790443368319 0.46335285220524813
651,149856.5915222168,3014.1574100398043 692.6484641976717 0.46330707583806063
652,286519.52923583984,3020.0431666682225 693.7748451180819 0.46326129947087313
653,356334.07751464844,3027.423468279551 694.9114189095858 0.4613768390216544
654,257978.33140563965,3032.6242426081644 696.3554496713045 0.46132343325993563
655,235728.37055969238,3037.4134339900006 697.5122718758944 0.46132343325993563
656,267581.14961242676,3042.633609868907 699.7675743050936 0.4612700274982169
657,152179.4878540039,3045.7826492732042 700.2656516976717 0.4608580401935294
658,201545.60850524902,3049.9115852229115 701.1067466683749 0.46074359927556063
659,183619.13291931152,3053.6709456721305 701.8836173959139 0.46059101138493563
660,274093.037109375,3059.253639861584 703.1695060677889 0.4591337970294669
661,239623.3585510254,3063.9807508601193 704.9603004403475 0.45914142642399813
662,185984.6183013916,3067.67433066969 706.2455329842928 0.45329731021306063
663,213678.22012329102,3071.956686114026 707.5499916024569 0.45322101626774813
664,270168.2814025879,3077.405728570081 709.050510401285 0.45293109927556063
665,226973.4019317627,3082.0214427790656 710.1462745614413 0.45283954654118563
666,154205.6907196045,3085.1616473444956 710.874958033121 0.45232074771306063
667,157440.48248291016,3088.3373133357068 711.7463722176913 0.4502989581622794
668,141648.7521057129,3091.0756700617812 713.0501747079256 0.44994037661931063
669,257814.1653289795,3096.3217477351213 714.2810554452303 0.44987934146306063
670,244507.52363586426,3101.3884430842427 715.0519676156405 0.4491240314044669
671,206192.95710754395,3105.689917791274 715.5770988412264 0.44908588443181063
672,201294.23919677734,3109.8429778864893 716.2896232552889 0.4491240314044669
673,209729.41246032715,3114.117398760513 717.2634849496249 0.44905536685368563
674,186218.46644592285,3117.7032438899078 719.0370216317538 0.44885700259587313
675,145016.6245880127,3120.6012304377596 719.9588813729647 0.4482542804279044
676,197696.75253295898,3124.5633878230137 721.1677818246249 0.4481779864825919
677,157787.0675048828,3127.7425938532874 722.0584144540194 0.4481474689044669
678,208838.20346069336,3131.884461626725 723.5230827279452 0.44813983950993563
679,311224.56840515137,3138.195762993913 725.1042671151522 0.44813983950993563
680,158478.36993408203,3141.5213084406905 725.4246253915194 0.4481016925372794
681,274233.54080200195,3147.18968073073 726.3516349740389 0.4318968585529044
682,372669.4005279541,3154.904348186785 727.5599250741366 0.43011920962712313
683,230029.78509521484,3159.567624041277 728.7349281258944 0.43004291568181063
684,240498.32444763184,3164.5739098445 729.3952827401522 0.4322783282794669
685,169893.48663330078,3167.8967544856137 730.7923164315584 0.41975849185368563
686,168258.07421875,3171.413072942645 731.1933784432772 0.41957538638493563
687,200030.27728271484,3175.461366192157 732.245937342203 0.41940753970524813
688,385387.74674987793,3183.380051287372 733.7549171395663 0.4192320636310294
689,130123.45349121094,3185.918746758564 734.8506431527499 0.41917865786931063
690,330374.4492492676,3192.7515325007516 735.9510993905428 0.4174010089435294
691,290501.80923461914,3198.6879330500683 737.2291297860506 0.4173704913654044
692,201904.16552734375,3202.679623821553 738.702495569742 0.4169737628497794
693,172600.6018371582,3206.1512340266313 739.7042732186678 0.4136168292560294
694,250837.90188598633,3211.260745537862 740.8787422128084 0.41356342349431063
695,368244.087020874,3218.8681971125693 742.1441688485506 0.41357868228337313
696,315875.34034729004,3225.3133790949914 743.574909204996 1.0135771564044669
697,94863.04612731934,3227.191948833761 744.2536582894686 1.0135618976154044
698,305541.04679870605,3233.376472552023 745.8576011605624 1.0133711627521231
699,184147.29429626465,3237.0599357844453 747.0142326302889 1.0123869708575919
700,176386.31791687012,3240.623693816672 747.9692726083163 1.0122877887286856
701,141811.32958984375,3243.5363516902075 748.5294303841952 1.0122496417560294
702,202768.82720947266,3247.6123320124734 749.7167320199374 1.0120817950763419
703,355478.64933776855,3255.0003545710674 750.7440681405428 1.0072752765216544
704,289272.766494751,3260.8287915583724 752.3803520150545 1.0072523883380606
705,224500.2296142578,3265.449419097435 753.2250251717928 1.0067412189044669
706,199080.0164489746,3269.4751293391346 754.2872352548006 1.0063063434161856
707,186973.74449157715,3273.158829082787 755.7074012704256 1.0063368609943106
708,176796.18968200684,3276.841742998803 756.1819343514803 1.0063368609943106
709,190607.3020324707,3280.804899834741 756.7265052743319 1.0062758258380606
710,223404.60314941406,3285.270330230249 758.1435584969881 1.0063139728107169
711,187993.1819152832,3289.021176275171 759.3689231820467 1.0035445025958731
712,192982.12480163574,3292.8494072688236 760.7201271005038 1.0034987262286856
713,289599.0625,3298.687571734156 762.3451194711092 0.9982649615802481
714,280230.06411743164,3304.265161858668 764.2270774789217 0.9983031085529044
715,307156.1089782715,3310.59324026443 765.3572578378084 0.9981886676349356
716,290129.7222290039,3316.4736181697035 766.8472328133944 0.9960753253497794
717,196753.38471984863,3320.5688703425553 767.3890113778475 0.9960219195880606
718,204641.59008789062,3324.7528218562275 768.2827796883944 0.9959456256427481
719,165276.31216430664,3328.070066521755 769.2729377694491 0.9945189288654044
720,283918.5519256592,3333.9367267756616 770.2439384408358 0.9943434527911856
721,223430.97369384766,3338.502605779568 771.2306785531405 0.9941527179279044
722,215164.12602233887,3343.0139651301542 771.6807365365389 0.9930769732989981
723,136601.5753479004,3345.7008921076936 772.7359962411288 0.9930388263263419
724,318659.0460662842,3352.1478669978305 774.425022120035 0.8250624469318106
725,381400.0851135254,3360.1290215754675 775.292926783121 0.8250471881427481
726,263368.7540435791,3365.562736577909 776.2289466805819 0.8251311114825919
727,318406.6309967041,3372.279799663847 776.718967432535 0.8247038653888419
728,380982.0506744385,3380.1861861750776 777.8739128060702 0.8244673541583731
729,116070.50465393066,3382.39780187332 779.0836372323397 0.8245131305255606
730,260124.3118133545,3387.7976805110156 779.8631706185702 0.8245665362872794
731,272554.5901489258,3393.4815099543753 780.5692634530428 0.8246199420489981
732,195940.64045715332,3397.401682781524 781.7976798959139 0.8229643634357169
733,273943.317276001,3402.9566441218562 783.1959724374178 0.8228041461505606
734,104866.4388885498,3405.0221569148252 783.9945030160311 0.8227278522052481
735,217944.26928710938,3409.4275134577942 785.1675987191561 0.8210951617755606
736,198351.03547668457,3413.5300669612125 785.8283653207186 0.8210570148029044
737,209154.97737121582,3417.692236553498 787.2375602670077 0.8208662799396231
738,209444.54878234863,3421.998716143342 788.0455665536288 0.8207976153888419
739,254452.1736755371,3427.2066849909984 789.1343421883944 0.8205305865802481
740,319265.22132873535,3433.688999236604 790.7235298104647 0.8203093341388419
741,195392.513671875,3437.675669866487 791.613124842203 0.8201262286700919
742,256552.22804260254,3442.9860633357257 792.4511680550936 0.8200423053302481
743,139770.30375671387,3445.792275896761 793.2863960214022 0.8146406940021231
744,208684.22424316406,3450.0633627253746 794.1787757821444 0.8138396075763419
745,237514.96057128906,3454.974250579379 794.9771690316561 0.8134657672443106
746,207267.05194091797,3459.1924199275236 795.9679145760897 0.8099409869708731
747,216711.16500854492,3463.4665890315277 797.5956458993319 0.8089262774982169
748,322819.9308166504,3470.0390903498874 799.1267585702303 0.8088270953693106
749,148207.01538085938,3472.8204539729345 800.8566856332186 0.8088118365802481
750,177644.54425048828,3476.3997835993996 801.8613471932772 0.8086211017169669
751,158364.54528808594,3479.6420236872905 802.5346717782381 0.8081557086505606
752,159214.16831970215,3482.8418824885603 803.4697837777499 0.8081785968341544
753,157124.10023498535,3485.9917153498886 804.4300880380038 0.8081328204669669
754,168668.18798828125,3489.2300644465686 806.0819358773592 0.8072783282794669
755,159872.55947875977,3492.3369819636587 807.4831733651522 0.8072325519122794
756,195866.7393798828,3496.3735412043816 808.2002372689608 0.8070952228107169
757,190278.82357788086,3500.2012762873896 809.30514907316 0.8070570758380606
758,253658.8593597412,3505.260502459265 810.9646415658358 0.8070036700763419
759,277847.5907897949,3511.031352776648 811.7891044564608 0.7966048053302481
760,252742.02786254883,3516.3305997004763 812.3188819833163 0.7949415973224356
761,337554.6896057129,3523.348428777625 813.2870445199374 0.7948118976154044
762,276223.9090270996,3529.086678692176 814.1027107186678 0.7948347857989981
763,314217.01930236816,3535.632301653602 814.9484748788241 0.8806654742755606
764,114939.44897460938,3537.8873896418836 815.8634910531405 0.8807265094318106
765,188589.81942749023,3541.7627016291885 816.60202407316 0.8807341388263419
766,255674.64901733398,3547.0234124812396 817.5758323617342 0.8804594806232169
767,130289.09794616699,3549.4971818049703 818.9730110116366 0.8744322589435294
768,166602.82231140137,3552.8285103328026 820.0275382943514 0.8743254474200919
769,176323.01542663574,3556.2721511775294 821.4997749276522 0.8741270831622794
770,125055.56436157227,3558.7664893489164 822.3180274911288 0.8738371661700919
771,146220.67738342285,3561.7566084651276 822.955669397867 0.8709074786700919
