iteration,error,currentInitImpulse
78,2449968.635892868,15289.475449477322 12.89042595425213 -805.3110505356675
79,2696412.893716216,16801.60457143063 14.179468549677344 -885.8421555892343
80,2968096.9895710945,18463.283263545123 15.597415404645078 -974.4263711481577
81,3267694.7689008713,20289.301978309733 17.157156945109588 -1071.8690082629735
82,3598175.829139352,22295.91394396457 18.872872639620546 -1169.029130275725
83,3962865.7539340258,24500.97983302267 20.7601599035826 -1267.2715705016265
84,4365457.626358986,26924.12673850861 22.83617589394086 -1369.7532546638668
85,4810078.542628765,29586.922872947114 25.11979348333495 -1468.632636611233
86,5301347.3333547115,32513.06954508158 27.631772831668442 -1567.6624215534794
87,5844421.23508203,35728.61212309015 30.394950114835286 -1668.893156601652
88,6445076.130110502,39262.17186206377 33.43444512631881 -1769.513512025373
89,7109792.721101046,43145.200659221875 36.7778896389507 -1869.6570310731997
90,7845838.144411683,47412.26100441892 40.455678602845765 -1970.4443261956606
91,8661356.4988873,52101.333617755954 44.50124646313034 -2073.550994296419
92,9565495.328485489,57254.15551255202 48.95137110944338 -2178.1079184254204
93,1.056849880546093E7,62916.591492743406 53.84650822038772 -2282.802142909153
94,1.1681823363267183E7,69139.04239137573 59.23115904242649 -2388.4744057156086
95,1.291823850962627E7,75976.89368388278 65.15427494666915 -2494.96307713924
96,1.4291846918928862E7,83491.0084692188 71.66970244133606 -2601.8342571241237
97,1.5818078779952288E7,91748.26920682454 78.83667268546967 -2710.9120639873313
98,1.7513442294883013E7,100822.1730313795 86.72033995401664 -2826.1502994969765
99,1.9394975798272133E7,110793.48594418293 95.3923739494183 -2941.695072323109
100,2.1479057632985353E7,121750.96170406263 104.93161134436014 -3058.931199148089
101,2.3779034657485485E7,133792.13181659442 115.42477247879614 -3176.2234187367244
102,2.630059960723269E7,147024.17365325562 126.96724972667576 -
